year,district_id,district_name,category,statistic,percentage
2021,SK031A,District of Tvrdošín,Religion,Islam (%),0.12
2021,SK031B,District of Žilina,Religion,Islam (%),0.24
2021,SK0321,District of Banská Bystrica,Religion,Islam (%),0.4
2021,SK0322,District of Banská Štiavnica,Religion,Islam (%),0.48
2021,SK0323,District of Brezno,Religion,Islam (%),0.24
2021,SK0324,District of Detva,Religion,Islam (%),0.19
2021,SK0325,District of Krupina,Religion,Islam (%),0.18
2021,SK0326,District of Lučenec,Religion,Islam (%),0.16
2021,SK0327,District of Poltár,Religion,Islam (%),0.14
2021,SK0328,District of Revúca,Religion,Islam (%),0.11
2021,SK0329,District of Rimavská Sobota,Religion,Islam (%),0.16
2021,SK032A,District of Veľký Krtíš,Religion,Islam (%),0.1
2021,SK032B,District of Zvolen,Religion,Islam (%),0.27
2021,SK032C,District of Žarnovica,Religion,Islam (%),0.21
2021,SK032D,District of Žiar nad Hronom,Religion,Islam (%),0.17
2021,SK0411,District of Bardejov,Religion,Islam (%),0.11
2021,SK0412,District of Humenné,Religion,Islam (%),0.08
2021,SK0413,District of Kežmarok,Religion,Islam (%),0.26
2021,SK0414,District of Levoča,Religion,Islam (%),0.1
2021,SK0415,District of Medzilaborce,Religion,Islam (%),0.08
2021,SK0416,District of Poprad,Religion,Islam (%),0.31
2021,SK0417,District of Prešov,Religion,Islam (%),0.14
2021,SK0418,District of Sabinov,Religion,Islam (%),0.17
2021,SK0419,District of Snina,Religion,Islam (%),0.15
2021,SK041A,District of Stará Ľubovňa,Religion,Islam (%),0.14
2021,SK041B,District of Stropkov,Religion,Islam (%),0.06
2021,SK041C,District of Svidník,Religion,Islam (%),0.07
2021,SK041D,District of Vranov nad Topľou,Religion,Islam (%),0.19
2021,SK0421,District of Gelnica,Religion,Islam (%),0.07
2021,SK0422,District of Košice I,Religion,Islam (%),0.22
2021,SK0423,District of Košice II,Religion,Islam (%),0.2
2021,SK0424,District of Košice III,Religion,Islam (%),0.2
2021,SK0425,District of Košice IV,Religion,Islam (%),0.31
2021,SK0426,District of Košice - okolie,Religion,Islam (%),0.13
2021,SK0427,District of Michalovce,Religion,Islam (%),0.17
2021,SK0428,District of Rožňava,Religion,Islam (%),0.14
2021,SK0429,District of Sobrance,Religion,Islam (%),0.13
2021,SK042A,District of Spišská Nová Ves,Religion,Islam (%),0.2
2021,SK042B,District of Trebišov,Religion,Islam (%),0.14
2021,SK0101,District of Bratislava I,Religion,Hinduism (%),0.08
2021,SK0102,District of Bratislava II,Religion,Hinduism (%),0.08
2021,SK0103,District of Bratislava III,Religion,Hinduism (%),0.1
2021,SK0104,District of Bratislava IV,Religion,Hinduism (%),0.11
2021,SK0105,District of Bratislava V,Religion,Hinduism (%),0.11
2021,SK0106,District of Malacky,Religion,Hinduism (%),0.09
2021,SK0107,District of Pezinok,Religion,Hinduism (%),0.11
2021,SK0108,District of Senec,Religion,Hinduism (%),0.09
2021,SK0211,District of Dunajská Streda,Religion,Hinduism (%),0.04
2021,SK0212,District of Galanta,Religion,Hinduism (%),0.05
2021,SK0213,District of Hlohovec,Religion,Hinduism (%),0.11
2021,SK0214,District of Piešťany,Religion,Hinduism (%),0.1
2021,SK0215,District of Senica,Religion,Hinduism (%),0.08
2021,SK0216,District of Skalica,Religion,Hinduism (%),0.07
2021,SK0217,District of Trnava,Religion,Hinduism (%),0.11
2021,SK0221,District of Bánovce nad Bebravou,Religion,Hinduism (%),0.06
2021,SK0222,District of Ilava,Religion,Hinduism (%),0.1
2021,SK0223,District of Myjava,Religion,Hinduism (%),0.08
2021,SK0224,District of Nové Mesto nad Váhom,Religion,Hinduism (%),0.08
2021,SK0225,District of Partizánske,Religion,Hinduism (%),0.08
2021,SK0226,District of Považská Bystrica,Religion,Hinduism (%),0.09
2021,SK0227,District of Prievidza,Religion,Hinduism (%),0.11
2021,SK0228,District of Púchov,Religion,Hinduism (%),0.1
2021,SK0229,District of Trenčín,Religion,Hinduism (%),0.08
2021,SK0231,District of Komárno,Religion,Hinduism (%),0.03
2021,SK0232,District of Levice,Religion,Hinduism (%),0.07
2021,SK0233,District of Nitra,Religion,Hinduism (%),0.1
2021,SK0234,District of Nové Zámky,Religion,Hinduism (%),0.04
2021,SK0235,District of Šaľa,Religion,Hinduism (%),0.03
2021,SK0236,District of Topoľčany,Religion,Hinduism (%),0.11
2021,SK0237,District of Zlaté Moravce,Religion,Hinduism (%),0.15
2021,SK0311,District of Bytča,Religion,Hinduism (%),0.07
2021,SK0312,District of Čadca,Religion,Hinduism (%),0.07
2021,SK0313,District of Dolný Kubín,Religion,Hinduism (%),0.05
2021,SK0314,District of Kysucké Nové Mesto,Religion,Hinduism (%),0.05
2021,SK0315,District of Liptovský Mikuláš,Religion,Hinduism (%),0.1
2021,SK0316,District of Martin,Religion,Hinduism (%),0.12
2021,SK0317,District of Námestovo,Religion,Hinduism (%),0.02
2021,SK0318,District of Ružomberok,Religion,Hinduism (%),0.06
2021,SK0319,District of Turčianske Teplice,Religion,Hinduism (%),0.09
2021,SK031A,District of Tvrdošín,Religion,Hinduism (%),0.04
2021,SK031B,District of Žilina,Religion,Hinduism (%),0.09
2021,SK0321,District of Banská Bystrica,Religion,Hinduism (%),0.1
2021,SK0322,District of Banská Štiavnica,Religion,Hinduism (%),0.06
2021,SK0323,District of Brezno,Religion,Hinduism (%),0.11
2021,SK0324,District of Detva,Religion,Hinduism (%),0.06
2021,SK0325,District of Krupina,Religion,Hinduism (%),0.14
2021,SK0326,District of Lučenec,Religion,Hinduism (%),0.08
2021,SK0327,District of Poltár,Religion,Hinduism (%),0.11
2021,SK0328,District of Revúca,Religion,Hinduism (%),0.06
2021,SK0329,District of Rimavská Sobota,Religion,Hinduism (%),0.04
2021,SK032A,District of Veľký Krtíš,Religion,Hinduism (%),0.07
2021,SK032B,District of Zvolen,Religion,Hinduism (%),0.14
2021,SK032C,District of Žarnovica,Religion,Hinduism (%),0.08
2021,SK032D,District of Žiar nad Hronom,Religion,Hinduism (%),0.11
2021,SK0411,District of Bardejov,Religion,Hinduism (%),0.03
2021,SK0412,District of Humenné,Religion,Hinduism (%),0.02
2021,SK0413,District of Kežmarok,Religion,Hinduism (%),0.05
2021,SK0414,District of Levoča,Religion,Hinduism (%),0.04
2021,SK0415,District of Medzilaborce,Religion,Hinduism (%),0.0
2021,SK0416,District of Poprad,Religion,Hinduism (%),0.1
2021,SK0417,District of Prešov,Religion,Hinduism (%),0.06
2021,SK0418,District of Sabinov,Religion,Hinduism (%),0.04
2021,SK0419,District of Snina,Religion,Hinduism (%),0.03
2021,SK041A,District of Stará Ľubovňa,Religion,Hinduism (%),0.04
2021,SK041B,District of Stropkov,Religion,Hinduism (%),0.03
2021,SK041C,District of Svidník,Religion,Hinduism (%),0.12
2021,SK041D,District of Vranov nad Topľou,Religion,Hinduism (%),0.02
2021,SK0421,District of Gelnica,Religion,Hinduism (%),0.05
2021,SK0422,District of Košice I,Religion,Hinduism (%),0.07
2021,SK0423,District of Košice II,Religion,Hinduism (%),0.08
2021,SK0424,District of Košice III,Religion,Hinduism (%),0.09
2021,SK0425,District of Košice IV,Religion,Hinduism (%),0.06
2021,SK0426,District of Košice - okolie,Religion,Hinduism (%),0.05
2021,SK0427,District of Michalovce,Religion,Hinduism (%),0.03
2021,SK0428,District of Rožňava,Religion,Hinduism (%),0.04
2021,SK0429,District of Sobrance,Religion,Hinduism (%),0.01
2021,SK042A,District of Spišská Nová Ves,Religion,Hinduism (%),0.05
2021,SK042B,District of Trebišov,Religion,Hinduism (%),0.02
2021,SK0101,District of Bratislava I,Religion,other and not ascertained christian church (%),0.46
2021,SK0102,District of Bratislava II,Religion,other and not ascertained christian church (%),0.52
2021,SK0103,District of Bratislava III,Religion,other and not ascertained christian church (%),0.53
2021,SK0104,District of Bratislava IV,Religion,other and not ascertained christian church (%),0.61
2021,SK0105,District of Bratislava V,Religion,other and not ascertained christian church (%),0.48
2021,SK0106,District of Malacky,Religion,other and not ascertained christian church (%),0.35
2021,SK0107,District of Pezinok,Religion,other and not ascertained christian church (%),0.48
2021,SK0108,District of Senec,Religion,other and not ascertained christian church (%),0.44
2021,SK0211,District of Dunajská Streda,Religion,other and not ascertained christian church (%),0.1
2021,SK0212,District of Galanta,Religion,other and not ascertained christian church (%),0.21
2021,SK0213,District of Hlohovec,Religion,other and not ascertained christian church (%),0.4
2021,SK0214,District of Piešťany,Religion,other and not ascertained christian church (%),0.43
2021,SK0215,District of Senica,Religion,other and not ascertained christian church (%),0.28
2021,SK0216,District of Skalica,Religion,other and not ascertained christian church (%),0.35
2021,SK0217,District of Trnava,Religion,other and not ascertained christian church (%),0.36
2021,SK0221,District of Bánovce nad Bebravou,Religion,other and not ascertained christian church (%),0.28
2021,SK0222,District of Ilava,Religion,other and not ascertained christian church (%),0.35
2021,SK0223,District of Myjava,Religion,other and not ascertained christian church (%),0.38
2021,SK0224,District of Nové Mesto nad Váhom,Religion,other and not ascertained christian church (%),0.39
2021,SK0225,District of Partizánske,Religion,other and not ascertained christian church (%),0.34
2021,SK0226,District of Považská Bystrica,Religion,other and not ascertained christian church (%),0.36
2021,SK0227,District of Prievidza,Religion,other and not ascertained christian church (%),0.36
2021,SK0228,District of Púchov,Religion,other and not ascertained christian church (%),0.4
2021,SK0229,District of Trenčín,Religion,other and not ascertained christian church (%),0.38
2021,SK0231,District of Komárno,Religion,other and not ascertained christian church (%),0.08
2021,SK0232,District of Levice,Religion,other and not ascertained christian church (%),0.28
2021,SK0233,District of Nitra,Religion,other and not ascertained christian church (%),0.4
2021,SK0234,District of Nové Zámky,Religion,other and not ascertained christian church (%),0.21
2021,SK0235,District of Šaľa,Religion,other and not ascertained christian church (%),0.23
2021,SK0236,District of Topoľčany,Religion,other and not ascertained christian church (%),0.31
2021,SK0237,District of Zlaté Moravce,Religion,other and not ascertained christian church (%),0.35
2021,SK0311,District of Bytča,Religion,other and not ascertained christian church (%),0.29
2021,SK0312,District of Čadca,Religion,other and not ascertained christian church (%),0.24
2021,SK0313,District of Dolný Kubín,Religion,other and not ascertained christian church (%),0.28
2021,SK0314,District of Kysucké Nové Mesto,Religion,other and not ascertained christian church (%),0.23
2021,SK0315,District of Liptovský Mikuláš,Religion,other and not ascertained christian church (%),0.38
2021,SK0316,District of Martin,Religion,other and not ascertained christian church (%),0.39
2021,SK0317,District of Námestovo,Religion,other and not ascertained christian church (%),0.16
2021,SK0318,District of Ružomberok,Religion,other and not ascertained christian church (%),0.39
2021,SK0319,District of Turčianske Teplice,Religion,other and not ascertained christian church (%),0.28
2021,SK031A,District of Tvrdošín,Religion,other and not ascertained christian church (%),0.26
2021,SK031B,District of Žilina,Religion,other and not ascertained christian church (%),0.33
2021,SK0321,District of Banská Bystrica,Religion,other and not ascertained christian church (%),0.43
2021,SK0322,District of Banská Štiavnica,Religion,other and not ascertained christian church (%),0.28
2021,SK0323,District of Brezno,Religion,other and not ascertained christian church (%),0.27
2021,SK0324,District of Detva,Religion,other and not ascertained christian church (%),0.21
2021,SK0325,District of Krupina,Religion,other and not ascertained christian church (%),0.32
2021,SK0326,District of Lučenec,Religion,other and not ascertained christian church (%),0.21
2021,SK0327,District of Poltár,Religion,other and not ascertained christian church (%),0.25
2021,SK0328,District of Revúca,Religion,other and not ascertained christian church (%),0.11
2021,SK0329,District of Rimavská Sobota,Religion,other and not ascertained christian church (%),0.15
2021,SK032A,District of Veľký Krtíš,Religion,other and not ascertained christian church (%),0.19
2021,SK032B,District of Zvolen,Religion,other and not ascertained christian church (%),0.38
2021,SK032C,District of Žarnovica,Religion,other and not ascertained christian church (%),0.31
2021,SK032D,District of Žiar nad Hronom,Religion,other and not ascertained christian church (%),0.41
2021,SK0411,District of Bardejov,Religion,other and not ascertained christian church (%),0.11
2021,SK0412,District of Humenné,Religion,other and not ascertained christian church (%),0.21
2021,SK0413,District of Kežmarok,Religion,other and not ascertained christian church (%),0.18
2021,SK0414,District of Levoča,Religion,other and not ascertained christian church (%),0.18
2021,SK0415,District of Medzilaborce,Religion,other and not ascertained christian church (%),0.12
2021,SK0416,District of Poprad,Religion,other and not ascertained christian church (%),0.35
2021,SK0417,District of Prešov,Religion,other and not ascertained christian church (%),0.24
2021,SK0418,District of Sabinov,Religion,other and not ascertained christian church (%),0.15
2021,SK0419,District of Snina,Religion,other and not ascertained christian church (%),0.21
2021,SK041A,District of Stará Ľubovňa,Religion,other and not ascertained christian church (%),0.15
2021,SK041B,District of Stropkov,Religion,other and not ascertained christian church (%),0.22
2021,SK041C,District of Svidník,Religion,other and not ascertained christian church (%),0.14
2021,SK041D,District of Vranov nad Topľou,Religion,other and not ascertained christian church (%),0.14
2021,SK0421,District of Gelnica,Religion,other and not ascertained christian church (%),0.12
2021,SK0422,District of Košice I,Religion,other and not ascertained christian church (%),0.38
2021,SK0423,District of Košice II,Religion,other and not ascertained christian church (%),0.3
2021,SK0424,District of Košice III,Religion,other and not ascertained christian church (%),0.37
2021,SK0425,District of Košice IV,Religion,other and not ascertained christian church (%),0.33
2021,SK0426,District of Košice - okolie,Religion,other and not ascertained christian church (%),0.18
2021,SK0427,District of Michalovce,Religion,other and not ascertained christian church (%),0.13
2021,SK0428,District of Rožňava,Religion,other and not ascertained christian church (%),0.19
2021,SK0429,District of Sobrance,Religion,other and not ascertained christian church (%),0.07
2021,SK042A,District of Spišská Nová Ves,Religion,other and not ascertained christian church (%),0.23
2021,SK042B,District of Trebišov,Religion,other and not ascertained christian church (%),0.11
2021,SK0101,District of Bratislava I,Religion,paganism and natural spirituality (%),0.66
2021,SK0102,District of Bratislava II,Religion,paganism and natural spirituality (%),0.5
2021,SK0103,District of Bratislava III,Religion,paganism and natural spirituality (%),0.54
2021,SK0104,District of Bratislava IV,Religion,paganism and natural spirituality (%),0.58
2021,SK0105,District of Bratislava V,Religion,paganism and natural spirituality (%),0.49
2021,SK0106,District of Malacky,Religion,paganism and natural spirituality (%),0.31
2021,SK0107,District of Pezinok,Religion,paganism and natural spirituality (%),0.42
2021,SK0108,District of Senec,Religion,paganism and natural spirituality (%),0.43
2021,SK0211,District of Dunajská Streda,Religion,paganism and natural spirituality (%),0.17
2021,SK0212,District of Galanta,Religion,paganism and natural spirituality (%),0.22
2021,SK0213,District of Hlohovec,Religion,paganism and natural spirituality (%),0.28
2021,SK0214,District of Piešťany,Religion,paganism and natural spirituality (%),0.38
2021,SK0215,District of Senica,Religion,paganism and natural spirituality (%),0.24
2021,SK0216,District of Skalica,Religion,paganism and natural spirituality (%),0.21
2021,SK0217,District of Trnava,Religion,paganism and natural spirituality (%),0.37
2021,SK0221,District of Bánovce nad Bebravou,Religion,paganism and natural spirituality (%),0.21
2021,SK0222,District of Ilava,Religion,paganism and natural spirituality (%),0.33
2021,SK0223,District of Myjava,Religion,paganism and natural spirituality (%),0.32
2021,SK0224,District of Nové Mesto nad Váhom,Religion,paganism and natural spirituality (%),0.28
2021,SK0225,District of Partizánske,Religion,paganism and natural spirituality (%),0.22
2021,SK0226,District of Považská Bystrica,Religion,paganism and natural spirituality (%),0.41
2021,SK0227,District of Prievidza,Religion,paganism and natural spirituality (%),0.32
2021,SK0228,District of Púchov,Religion,paganism and natural spirituality (%),0.24
2021,SK0229,District of Trenčín,Religion,paganism and natural spirituality (%),0.31
2021,SK0231,District of Komárno,Religion,paganism and natural spirituality (%),0.15
2021,SK0232,District of Levice,Religion,paganism and natural spirituality (%),0.24
2021,SK0233,District of Nitra,Religion,paganism and natural spirituality (%),0.34
2021,SK0234,District of Nové Zámky,Religion,paganism and natural spirituality (%),0.2
2021,SK0235,District of Šaľa,Religion,paganism and natural spirituality (%),0.24
2021,SK0236,District of Topoľčany,Religion,paganism and natural spirituality (%),0.23
2021,SK0237,District of Zlaté Moravce,Religion,paganism and natural spirituality (%),0.27
2021,SK0311,District of Bytča,Religion,paganism and natural spirituality (%),0.26
2021,SK0312,District of Čadca,Religion,paganism and natural spirituality (%),0.18
2021,SK0313,District of Dolný Kubín,Religion,paganism and natural spirituality (%),0.25
2021,SK0314,District of Kysucké Nové Mesto,Religion,paganism and natural spirituality (%),0.19
2021,SK0315,District of Liptovský Mikuláš,Religion,paganism and natural spirituality (%),0.33
2021,SK0316,District of Martin,Religion,paganism and natural spirituality (%),0.34
2021,SK0317,District of Námestovo,Religion,paganism and natural spirituality (%),0.1
2021,SK0318,District of Ružomberok,Religion,paganism and natural spirituality (%),0.29
2021,SK0319,District of Turčianske Teplice,Religion,paganism and natural spirituality (%),0.28
2021,SK031A,District of Tvrdošín,Religion,paganism and natural spirituality (%),0.13
2021,SK031B,District of Žilina,Religion,paganism and natural spirituality (%),0.31
2021,SK0321,District of Banská Bystrica,Religion,paganism and natural spirituality (%),0.4
2021,SK0322,District of Banská Štiavnica,Religion,paganism and natural spirituality (%),0.24
2021,SK0323,District of Brezno,Religion,paganism and natural spirituality (%),0.25
2021,SK0324,District of Detva,Religion,paganism and natural spirituality (%),0.23
2021,SK0325,District of Krupina,Religion,paganism and natural spirituality (%),0.17
2021,SK0326,District of Lučenec,Religion,paganism and natural spirituality (%),0.21
2021,SK0327,District of Poltár,Religion,paganism and natural spirituality (%),0.19
2021,SK0328,District of Revúca,Religion,paganism and natural spirituality (%),0.15
2021,SK0329,District of Rimavská Sobota,Religion,paganism and natural spirituality (%),0.12
2021,SK032A,District of Veľký Krtíš,Religion,paganism and natural spirituality (%),0.19
2021,SK032B,District of Zvolen,Religion,paganism and natural spirituality (%),0.34
2021,SK032C,District of Žarnovica,Religion,paganism and natural spirituality (%),0.26
2021,SK032D,District of Žiar nad Hronom,Religion,paganism and natural spirituality (%),0.29
2021,SK0411,District of Bardejov,Religion,paganism and natural spirituality (%),0.12
2021,SK0412,District of Humenné,Religion,paganism and natural spirituality (%),0.16
2021,SK0413,District of Kežmarok,Religion,paganism and natural spirituality (%),0.1
2021,SK0414,District of Levoča,Religion,paganism and natural spirituality (%),0.13
2021,SK0415,District of Medzilaborce,Religion,paganism and natural spirituality (%),0.1
2021,SK0416,District of Poprad,Religion,paganism and natural spirituality (%),0.25
2021,SK0417,District of Prešov,Religion,paganism and natural spirituality (%),0.21
2021,SK0418,District of Sabinov,Religion,paganism and natural spirituality (%),0.08
2021,SK0419,District of Snina,Religion,paganism and natural spirituality (%),0.11
2021,SK041A,District of Stará Ľubovňa,Religion,paganism and natural spirituality (%),0.1
2021,SK041B,District of Stropkov,Religion,paganism and natural spirituality (%),0.12
2021,SK041C,District of Svidník,Religion,paganism and natural spirituality (%),0.16
2021,SK041D,District of Vranov nad Topľou,Religion,paganism and natural spirituality (%),0.09
2021,SK0421,District of Gelnica,Religion,paganism and natural spirituality (%),0.1
2021,SK0422,District of Košice I,Religion,paganism and natural spirituality (%),0.4
2021,SK0423,District of Košice II,Religion,paganism and natural spirituality (%),0.31
2021,SK0424,District of Košice III,Religion,paganism and natural spirituality (%),0.3
2021,SK0425,District of Košice IV,Religion,paganism and natural spirituality (%),0.33
2021,SK0426,District of Košice - okolie,Religion,paganism and natural spirituality (%),0.19
2021,SK0427,District of Michalovce,Religion,paganism and natural spirituality (%),0.17
2021,SK0428,District of Rožňava,Religion,paganism and natural spirituality (%),0.16
2021,SK0429,District of Sobrance,Religion,paganism and natural spirituality (%),0.08
2021,SK042A,District of Spišská Nová Ves,Religion,paganism and natural spirituality (%),0.13
2021,SK042B,District of Trebišov,Religion,paganism and natural spirituality (%),0.21
2021,SK0101,District of Bratislava I,Religion,ad hoc movements (%),12.91
2021,SK0102,District of Bratislava II,Religion,ad hoc movements (%),9.57
2021,SK0103,District of Bratislava III,Religion,ad hoc movements (%),10.24
2021,SK0104,District of Bratislava IV,Religion,ad hoc movements (%),8.06
2021,SK0105,District of Bratislava V,Religion,ad hoc movements (%),8.45
2021,SK0106,District of Malacky,Religion,ad hoc movements (%),6.95
2021,SK0107,District of Pezinok,Religion,ad hoc movements (%),5.88
2021,SK0108,District of Senec,Religion,ad hoc movements (%),6.4
2021,SK0211,District of Dunajská Streda,Religion,ad hoc movements (%),5.82
2021,SK0212,District of Galanta,Religion,ad hoc movements (%),5.78
2021,SK0213,District of Hlohovec,Religion,ad hoc movements (%),5.86
2021,SK0214,District of Piešťany,Religion,ad hoc movements (%),6.51
2021,SK0215,District of Senica,Religion,ad hoc movements (%),4.33
2021,SK0216,District of Skalica,Religion,ad hoc movements (%),7.6
2021,SK0217,District of Trnava,Religion,ad hoc movements (%),6.41
2021,SK0221,District of Bánovce nad Bebravou,Religion,ad hoc movements (%),4.79
2021,SK0222,District of Ilava,Religion,ad hoc movements (%),6.5
2021,SK0223,District of Myjava,Religion,ad hoc movements (%),5.39
2021,SK0224,District of Nové Mesto nad Váhom,Religion,ad hoc movements (%),5.48
2021,SK0225,District of Partizánske,Religion,ad hoc movements (%),5.52
2021,SK0226,District of Považská Bystrica,Religion,ad hoc movements (%),5.43
2021,SK0227,District of Prievidza,Religion,ad hoc movements (%),6.89
2021,SK0228,District of Púchov,Religion,ad hoc movements (%),4.64
2021,SK0229,District of Trenčín,Religion,ad hoc movements (%),4.9
2021,SK0231,District of Komárno,Religion,ad hoc movements (%),8.22
2021,SK0232,District of Levice,Religion,ad hoc movements (%),6.97
2021,SK0233,District of Nitra,Religion,ad hoc movements (%),6.61
2021,SK0234,District of Nové Zámky,Religion,ad hoc movements (%),7.48
2021,SK0235,District of Šaľa,Religion,ad hoc movements (%),7.68
2021,SK0236,District of Topoľčany,Religion,ad hoc movements (%),5.7
2021,SK0237,District of Zlaté Moravce,Religion,ad hoc movements (%),5.47
2021,SK0311,District of Bytča,Religion,ad hoc movements (%),4.22
2021,SK0312,District of Čadca,Religion,ad hoc movements (%),4.04
2021,SK0313,District of Dolný Kubín,Religion,ad hoc movements (%),3.62
2021,SK0314,District of Kysucké Nové Mesto,Religion,ad hoc movements (%),5.42
2021,SK0315,District of Liptovský Mikuláš,Religion,ad hoc movements (%),5.3
2021,SK0316,District of Martin,Religion,ad hoc movements (%),6.71
2021,SK0317,District of Námestovo,Religion,ad hoc movements (%),1.75
2021,SK0318,District of Ružomberok,Religion,ad hoc movements (%),4.57
2021,SK0319,District of Turčianske Teplice,Religion,ad hoc movements (%),4.83
2021,SK031A,District of Tvrdošín,Religion,ad hoc movements (%),2.51
2021,SK031B,District of Žilina,Religion,ad hoc movements (%),4.78
2021,SK0321,District of Banská Bystrica,Religion,ad hoc movements (%),5.65
2021,SK0322,District of Banská Štiavnica,Religion,ad hoc movements (%),4.16
2021,SK0323,District of Brezno,Religion,ad hoc movements (%),6.99
2021,SK0324,District of Detva,Religion,ad hoc movements (%),6.16
2021,SK0325,District of Krupina,Religion,ad hoc movements (%),3.67
2021,SK0326,District of Lučenec,Religion,ad hoc movements (%),7.85
2021,SK0327,District of Poltár,Religion,ad hoc movements (%),4.9
2021,SK0328,District of Revúca,Religion,ad hoc movements (%),7.62
2021,SK0329,District of Rimavská Sobota,Religion,ad hoc movements (%),7.46
2021,SK032A,District of Veľký Krtíš,Religion,ad hoc movements (%),5.55
2021,SK032B,District of Zvolen,Religion,ad hoc movements (%),6.55
2021,SK032C,District of Žarnovica,Religion,ad hoc movements (%),5.26
2021,SK032D,District of Žiar nad Hronom,Religion,ad hoc movements (%),7.76
2021,SK0411,District of Bardejov,Religion,ad hoc movements (%),3.92
2021,SK0412,District of Humenné,Religion,ad hoc movements (%),5.62
2021,SK0413,District of Kežmarok,Religion,ad hoc movements (%),4.13
2021,SK0414,District of Levoča,Religion,ad hoc movements (%),5.21
2021,SK0415,District of Medzilaborce,Religion,ad hoc movements (%),5.35
2021,SK0416,District of Poprad,Religion,ad hoc movements (%),6.05
2021,SK0417,District of Prešov,Religion,ad hoc movements (%),5.92
2021,SK0418,District of Sabinov,Religion,ad hoc movements (%),3.89
2021,SK0419,District of Snina,Religion,ad hoc movements (%),6.18
2021,SK041A,District of Stará Ľubovňa,Religion,ad hoc movements (%),5.12
2021,SK041B,District of Stropkov,Religion,ad hoc movements (%),6.02
2021,SK041C,District of Svidník,Religion,ad hoc movements (%),4.51
2021,SK041D,District of Vranov nad Topľou,Religion,ad hoc movements (%),4.65
2021,SK0421,District of Gelnica,Religion,ad hoc movements (%),6.55
2021,SK0422,District of Košice I,Religion,ad hoc movements (%),10.46
2021,SK0423,District of Košice II,Religion,ad hoc movements (%),13.43
2021,SK0424,District of Košice III,Religion,ad hoc movements (%),10.56
2021,SK0425,District of Košice IV,Religion,ad hoc movements (%),10.05
2021,SK0426,District of Košice - okolie,Religion,ad hoc movements (%),5.78
2021,SK0427,District of Michalovce,Religion,ad hoc movements (%),8.04
2021,SK0428,District of Rožňava,Religion,ad hoc movements (%),6.75
2021,SK0429,District of Sobrance,Religion,ad hoc movements (%),4.02
2021,SK042A,District of Spišská Nová Ves,Religion,ad hoc movements (%),8.46
2021,SK042B,District of Trebišov,Religion,ad hoc movements (%),7.54
2021,SK0101,District of Bratislava I,Religion,other (%),
2021,SK0102,District of Bratislava II,Religion,other (%),
2021,SK0103,District of Bratislava III,Religion,other (%),
2021,SK0104,District of Bratislava IV,Religion,other (%),
2021,SK0105,District of Bratislava V,Religion,other (%),
2021,SK0106,District of Malacky,Religion,other (%),
2021,SK0107,District of Pezinok,Religion,other (%),
2021,SK0108,District of Senec,Religion,other (%),
2021,SK0211,District of Dunajská Streda,Religion,other (%),
2021,SK0212,District of Galanta,Religion,other (%),
2021,SK0213,District of Hlohovec,Religion,other (%),
2021,SK0214,District of Piešťany,Religion,other (%),
2021,SK0215,District of Senica,Religion,other (%),
2021,SK0216,District of Skalica,Religion,other (%),
2021,SK0217,District of Trnava,Religion,other (%),
2021,SK0221,District of Bánovce nad Bebravou,Religion,other (%),
2021,SK0222,District of Ilava,Religion,other (%),
2021,SK0223,District of Myjava,Religion,other (%),
2021,SK0224,District of Nové Mesto nad Váhom,Religion,other (%),
2021,SK0225,District of Partizánske,Religion,other (%),
2021,SK0226,District of Považská Bystrica,Religion,other (%),
2021,SK0227,District of Prievidza,Religion,other (%),
2021,SK0228,District of Púchov,Religion,other (%),
2021,SK0229,District of Trenčín,Religion,other (%),
2021,SK0231,District of Komárno,Religion,other (%),
2021,SK0232,District of Levice,Religion,other (%),
2021,SK0233,District of Nitra,Religion,other (%),
2021,SK0234,District of Nové Zámky,Religion,other (%),
2021,SK0235,District of Šaľa,Religion,other (%),
2021,SK0236,District of Topoľčany,Religion,other (%),
2021,SK0237,District of Zlaté Moravce,Religion,other (%),
2021,SK0311,District of Bytča,Religion,other (%),
2021,SK0312,District of Čadca,Religion,other (%),
2021,SK0313,District of Dolný Kubín,Religion,other (%),
2021,SK0314,District of Kysucké Nové Mesto,Religion,other (%),
2021,SK0315,District of Liptovský Mikuláš,Religion,other (%),
2021,SK0316,District of Martin,Religion,other (%),
2021,SK0317,District of Námestovo,Religion,other (%),
2021,SK0318,District of Ružomberok,Religion,other (%),
2021,SK0319,District of Turčianske Teplice,Religion,other (%),
2021,SK031A,District of Tvrdošín,Religion,other (%),
2021,SK031B,District of Žilina,Religion,other (%),
2021,SK0321,District of Banská Bystrica,Religion,other (%),
2021,SK0322,District of Banská Štiavnica,Religion,other (%),
2021,SK0323,District of Brezno,Religion,other (%),
2021,SK0324,District of Detva,Religion,other (%),
2021,SK0325,District of Krupina,Religion,other (%),
2021,SK0326,District of Lučenec,Religion,other (%),
2021,SK0327,District of Poltár,Religion,other (%),
2021,SK0328,District of Revúca,Religion,other (%),
2021,SK0329,District of Rimavská Sobota,Religion,other (%),
2021,SK032A,District of Veľký Krtíš,Religion,other (%),
2021,SK032B,District of Zvolen,Religion,other (%),
2021,SK032C,District of Žarnovica,Religion,other (%),
2021,SK032D,District of Žiar nad Hronom,Religion,other (%),
2021,SK0411,District of Bardejov,Religion,other (%),
