year,district_id,district_name,category,statistic,percentage
2021,SK0324,District of Detva,Economic Activity,capital gains beneficiary (%),0.09
2021,SK0325,District of Krupina,Economic Activity,capital gains beneficiary (%),0.05
2021,SK0326,District of Lučenec,Economic Activity,capital gains beneficiary (%),0.1
2021,SK0327,District of Poltár,Economic Activity,capital gains beneficiary (%),0.05
2021,SK0328,District of Revúca,Economic Activity,capital gains beneficiary (%),0.04
2021,SK0329,District of Rimavská Sobota,Economic Activity,capital gains beneficiary (%),0.07
2021,SK032A,District of Veľký Krtíš,Economic Activity,capital gains beneficiary (%),0.1
2021,SK032B,District of Zvolen,Economic Activity,capital gains beneficiary (%),0.2
2021,SK032C,District of Žarnovica,Economic Activity,capital gains beneficiary (%),0.08
2021,SK032D,District of Žiar nad Hronom,Economic Activity,capital gains beneficiary (%),0.08
2021,SK0411,District of Bardejov,Economic Activity,capital gains beneficiary (%),0.08
2021,SK0412,District of Humenné,Economic Activity,capital gains beneficiary (%),0.09
2021,SK0413,District of Kežmarok,Economic Activity,capital gains beneficiary (%),0.07
2021,SK0414,District of Levoča,Economic Activity,capital gains beneficiary (%),0.06
2021,SK0415,District of Medzilaborce,Economic Activity,capital gains beneficiary (%),0.07
2021,SK0416,District of Poprad,Economic Activity,capital gains beneficiary (%),0.12
2021,SK0417,District of Prešov,Economic Activity,capital gains beneficiary (%),0.14
2021,SK0418,District of Sabinov,Economic Activity,capital gains beneficiary (%),0.06
2021,SK0419,District of Snina,Economic Activity,capital gains beneficiary (%),0.06
2021,SK041A,District of Stará Ľubovňa,Economic Activity,capital gains beneficiary (%),0.06
2021,SK041B,District of Stropkov,Economic Activity,capital gains beneficiary (%),0.04
2021,SK041C,District of Svidník,Economic Activity,capital gains beneficiary (%),0.08
2021,SK041D,District of Vranov nad Topľou,Economic Activity,capital gains beneficiary (%),0.04
2021,SK0421,District of Gelnica,Economic Activity,capital gains beneficiary (%),0.02
2021,SK0422,District of Košice I,Economic Activity,capital gains beneficiary (%),0.27
2021,SK0423,District of Košice II,Economic Activity,capital gains beneficiary (%),0.19
2021,SK0424,District of Košice III,Economic Activity,capital gains beneficiary (%),0.15
2021,SK0425,District of Košice IV,Economic Activity,capital gains beneficiary (%),0.22
2021,SK0426,District of Košice - okolie,Economic Activity,capital gains beneficiary (%),0.06
2021,SK0427,District of Michalovce,Economic Activity,capital gains beneficiary (%),0.08
2021,SK0428,District of Rožňava,Economic Activity,capital gains beneficiary (%),0.07
2021,SK0429,District of Sobrance,Economic Activity,capital gains beneficiary (%),0.05
2021,SK042A,District of Spišská Nová Ves,Economic Activity,capital gains beneficiary (%),0.08
2021,SK042B,District of Trebišov,Economic Activity,capital gains beneficiary (%),0.04
2021,SK0101,District of Bratislava I,Economic Activity,primary school pupil (%),8.21
2021,SK0102,District of Bratislava II,Economic Activity,primary school pupil (%),8.02
2021,SK0103,District of Bratislava III,Economic Activity,primary school pupil (%),8.48
2021,SK0104,District of Bratislava IV,Economic Activity,primary school pupil (%),8.49
2021,SK0105,District of Bratislava V,Economic Activity,primary school pupil (%),7.69
2021,SK0106,District of Malacky,Economic Activity,primary school pupil (%),10.13
2021,SK0107,District of Pezinok,Economic Activity,primary school pupil (%),10.3
2021,SK0108,District of Senec,Economic Activity,primary school pupil (%),11.83
2021,SK0211,District of Dunajská Streda,Economic Activity,primary school pupil (%),8.63
2021,SK0212,District of Galanta,Economic Activity,primary school pupil (%),8.35
2021,SK0213,District of Hlohovec,Economic Activity,primary school pupil (%),8.74
2021,SK0214,District of Piešťany,Economic Activity,primary school pupil (%),7.99
2021,SK0215,District of Senica,Economic Activity,primary school pupil (%),8.88
2021,SK0216,District of Skalica,Economic Activity,primary school pupil (%),8.99
2021,SK0217,District of Trnava,Economic Activity,primary school pupil (%),8.77
2021,SK0221,District of Bánovce nad Bebravou,Economic Activity,primary school pupil (%),8.68
2021,SK0222,District of Ilava,Economic Activity,primary school pupil (%),8.29
2021,SK0223,District of Myjava,Economic Activity,primary school pupil (%),7.63
2021,SK0224,District of Nové Mesto nad Váhom,Economic Activity,primary school pupil (%),8.47
2021,SK0225,District of Partizánske,Economic Activity,primary school pupil (%),8.06
2021,SK0226,District of Považská Bystrica,Economic Activity,primary school pupil (%),8.3
2021,SK0227,District of Prievidza,Economic Activity,primary school pupil (%),8.0
2021,SK0228,District of Púchov,Economic Activity,primary school pupil (%),8.56
2021,SK0229,District of Trenčín,Economic Activity,primary school pupil (%),8.68
2021,SK0231,District of Komárno,Economic Activity,primary school pupil (%),8.11
2021,SK0232,District of Levice,Economic Activity,primary school pupil (%),8.42
2021,SK0233,District of Nitra,Economic Activity,primary school pupil (%),8.45
2021,SK0234,District of Nové Zámky,Economic Activity,primary school pupil (%),7.95
2021,SK0235,District of Šaľa,Economic Activity,primary school pupil (%),8.56
2021,SK0236,District of Topoľčany,Economic Activity,primary school pupil (%),8.28
2021,SK0237,District of Zlaté Moravce,Economic Activity,primary school pupil (%),7.99
2021,SK0311,District of Bytča,Economic Activity,primary school pupil (%),9.38
2021,SK0312,District of Čadca,Economic Activity,primary school pupil (%),8.89
2021,SK0313,District of Dolný Kubín,Economic Activity,primary school pupil (%),9.56
2021,SK0314,District of Kysucké Nové Mesto,Economic Activity,primary school pupil (%),9.2
2021,SK0315,District of Liptovský Mikuláš,Economic Activity,primary school pupil (%),8.45
2021,SK0316,District of Martin,Economic Activity,primary school pupil (%),8.52
2021,SK0317,District of Námestovo,Economic Activity,primary school pupil (%),12.3
2021,SK0318,District of Ružomberok,Economic Activity,primary school pupil (%),8.69
2021,SK0319,District of Turčianske Teplice,Economic Activity,primary school pupil (%),7.82
2021,SK031A,District of Tvrdošín,Economic Activity,primary school pupil (%),10.44
2021,SK031B,District of Žilina,Economic Activity,primary school pupil (%),9.2
2021,SK0321,District of Banská Bystrica,Economic Activity,primary school pupil (%),8.04
2021,SK0322,District of Banská Štiavnica,Economic Activity,primary school pupil (%),8.77
2021,SK0323,District of Brezno,Economic Activity,primary school pupil (%),8.78
2021,SK0324,District of Detva,Economic Activity,primary school pupil (%),8.26
2021,SK0325,District of Krupina,Economic Activity,primary school pupil (%),8.95
2021,SK0326,District of Lučenec,Economic Activity,primary school pupil (%),9.61
2021,SK0327,District of Poltár,Economic Activity,primary school pupil (%),8.47
2021,SK0328,District of Revúca,Economic Activity,primary school pupil (%),10.98
2021,SK0329,District of Rimavská Sobota,Economic Activity,primary school pupil (%),11.0
2021,SK032A,District of Veľký Krtíš,Economic Activity,primary school pupil (%),8.19
2021,SK032B,District of Zvolen,Economic Activity,primary school pupil (%),8.28
2021,SK032C,District of Žarnovica,Economic Activity,primary school pupil (%),8.15
2021,SK032D,District of Žiar nad Hronom,Economic Activity,primary school pupil (%),8.07
2021,SK0411,District of Bardejov,Economic Activity,primary school pupil (%),10.23
2021,SK0412,District of Humenné,Economic Activity,primary school pupil (%),8.49
2021,SK0413,District of Kežmarok,Economic Activity,primary school pupil (%),13.8
2021,SK0414,District of Levoča,Economic Activity,primary school pupil (%),10.94
2021,SK0415,District of Medzilaborce,Economic Activity,primary school pupil (%),8.32
2021,SK0416,District of Poprad,Economic Activity,primary school pupil (%),9.91
2021,SK0417,District of Prešov,Economic Activity,primary school pupil (%),10.51
2021,SK0418,District of Sabinov,Economic Activity,primary school pupil (%),13.05
2021,SK0419,District of Snina,Economic Activity,primary school pupil (%),8.28
2021,SK041A,District of Stará Ľubovňa,Economic Activity,primary school pupil (%),11.57
2021,SK041B,District of Stropkov,Economic Activity,primary school pupil (%),9.26
2021,SK041C,District of Svidník,Economic Activity,primary school pupil (%),9.26
2021,SK041D,District of Vranov nad Topľou,Economic Activity,primary school pupil (%),11.36
2021,SK0421,District of Gelnica,Economic Activity,primary school pupil (%),12.31
2021,SK0422,District of Košice I,Economic Activity,primary school pupil (%),7.92
2021,SK0423,District of Košice II,Economic Activity,primary school pupil (%),9.05
2021,SK0424,District of Košice III,Economic Activity,primary school pupil (%),8.94
2021,SK0425,District of Košice IV,Economic Activity,primary school pupil (%),8.83
2021,SK0426,District of Košice - okolie,Economic Activity,primary school pupil (%),11.82
2021,SK0427,District of Michalovce,Economic Activity,primary school pupil (%),10.59
2021,SK0428,District of Rožňava,Economic Activity,primary school pupil (%),9.8
2021,SK0429,District of Sobrance,Economic Activity,primary school pupil (%),9.2
2021,SK042A,District of Spišská Nová Ves,Economic Activity,primary school pupil (%),12.26
2021,SK042B,District of Trebišov,Economic Activity,primary school pupil (%),10.65
2021,SK0101,District of Bratislava I,Economic Activity,pre-schooler (%),7.17
2021,SK0102,District of Bratislava II,Economic Activity,pre-schooler (%),7.59
2021,SK0103,District of Bratislava III,Economic Activity,pre-schooler (%),8.21
2021,SK0104,District of Bratislava IV,Economic Activity,pre-schooler (%),7.45
2021,SK0105,District of Bratislava V,Economic Activity,pre-schooler (%),7.67
2021,SK0106,District of Malacky,Economic Activity,pre-schooler (%),7.93
2021,SK0107,District of Pezinok,Economic Activity,pre-schooler (%),8.2
2021,SK0108,District of Senec,Economic Activity,pre-schooler (%),10.12
2021,SK0211,District of Dunajská Streda,Economic Activity,pre-schooler (%),6.61
2021,SK0212,District of Galanta,Economic Activity,pre-schooler (%),6.36
2021,SK0213,District of Hlohovec,Economic Activity,pre-schooler (%),6.27
2021,SK0214,District of Piešťany,Economic Activity,pre-schooler (%),6.13
2021,SK0215,District of Senica,Economic Activity,pre-schooler (%),6.41
2021,SK0216,District of Skalica,Economic Activity,pre-schooler (%),6.61
2021,SK0217,District of Trnava,Economic Activity,pre-schooler (%),7.11
2021,SK0221,District of Bánovce nad Bebravou,Economic Activity,pre-schooler (%),6.01
2021,SK0222,District of Ilava,Economic Activity,pre-schooler (%),6.37
2021,SK0223,District of Myjava,Economic Activity,pre-schooler (%),5.58
2021,SK0224,District of Nové Mesto nad Váhom,Economic Activity,pre-schooler (%),6.45
2021,SK0225,District of Partizánske,Economic Activity,pre-schooler (%),5.85
2021,SK0226,District of Považská Bystrica,Economic Activity,pre-schooler (%),6.69
2021,SK0227,District of Prievidza,Economic Activity,pre-schooler (%),5.63
2021,SK0228,District of Púchov,Economic Activity,pre-schooler (%),6.78
2021,SK0229,District of Trenčín,Economic Activity,pre-schooler (%),6.48
2021,SK0231,District of Komárno,Economic Activity,pre-schooler (%),5.59
2021,SK0232,District of Levice,Economic Activity,pre-schooler (%),5.76
2021,SK0233,District of Nitra,Economic Activity,pre-schooler (%),6.77
2021,SK0234,District of Nové Zámky,Economic Activity,pre-schooler (%),5.65
2021,SK0235,District of Šaľa,Economic Activity,pre-schooler (%),6.03
2021,SK0236,District of Topoľčany,Economic Activity,pre-schooler (%),5.52
2021,SK0237,District of Zlaté Moravce,Economic Activity,pre-schooler (%),6.34
2021,SK0311,District of Bytča,Economic Activity,pre-schooler (%),7.25
2021,SK0312,District of Čadca,Economic Activity,pre-schooler (%),6.47
2021,SK0313,District of Dolný Kubín,Economic Activity,pre-schooler (%),7.0
2021,SK0314,District of Kysucké Nové Mesto,Economic Activity,pre-schooler (%),6.49
2021,SK0315,District of Liptovský Mikuláš,Economic Activity,pre-schooler (%),6.27
2021,SK0316,District of Martin,Economic Activity,pre-schooler (%),6.22
2021,SK0317,District of Námestovo,Economic Activity,pre-schooler (%),9.79
2021,SK0318,District of Ružomberok,Economic Activity,pre-schooler (%),6.7
2021,SK0319,District of Turčianske Teplice,Economic Activity,pre-schooler (%),6.04
2021,SK031A,District of Tvrdošín,Economic Activity,pre-schooler (%),7.67
2021,SK031B,District of Žilina,Economic Activity,pre-schooler (%),7.17
2021,SK0321,District of Banská Bystrica,Economic Activity,pre-schooler (%),6.39
2021,SK0322,District of Banská Štiavnica,Economic Activity,pre-schooler (%),6.26
2021,SK0323,District of Brezno,Economic Activity,pre-schooler (%),6.33
2021,SK0324,District of Detva,Economic Activity,pre-schooler (%),6.07
2021,SK0325,District of Krupina,Economic Activity,pre-schooler (%),7.08
2021,SK0326,District of Lučenec,Economic Activity,pre-schooler (%),6.57
2021,SK0327,District of Poltár,Economic Activity,pre-schooler (%),5.78
2021,SK0328,District of Revúca,Economic Activity,pre-schooler (%),7.45
2021,SK0329,District of Rimavská Sobota,Economic Activity,pre-schooler (%),7.8
2021,SK032A,District of Veľký Krtíš,Economic Activity,pre-schooler (%),5.88
2021,SK032B,District of Zvolen,Economic Activity,pre-schooler (%),6.25
2021,SK032C,District of Žarnovica,Economic Activity,pre-schooler (%),6.08
2021,SK032D,District of Žiar nad Hronom,Economic Activity,pre-schooler (%),6.11
2021,SK0411,District of Bardejov,Economic Activity,pre-schooler (%),7.78
2021,SK0412,District of Humenné,Economic Activity,pre-schooler (%),5.69
2021,SK0413,District of Kežmarok,Economic Activity,pre-schooler (%),11.04
2021,SK0414,District of Levoča,Economic Activity,pre-schooler (%),7.94
2021,SK0415,District of Medzilaborce,Economic Activity,pre-schooler (%),5.88
2021,SK0416,District of Poprad,Economic Activity,pre-schooler (%),7.39
2021,SK0417,District of Prešov,Economic Activity,pre-schooler (%),8.46
2021,SK0418,District of Sabinov,Economic Activity,pre-schooler (%),10.49
2021,SK0419,District of Snina,Economic Activity,pre-schooler (%),5.6
2021,SK041A,District of Stará Ľubovňa,Economic Activity,pre-schooler (%),9.62
2021,SK041B,District of Stropkov,Economic Activity,pre-schooler (%),6.83
2021,SK041C,District of Svidník,Economic Activity,pre-schooler (%),6.5
2021,SK041D,District of Vranov nad Topľou,Economic Activity,pre-schooler (%),8.55
2021,SK0421,District of Gelnica,Economic Activity,pre-schooler (%),9.87
2021,SK0422,District of Košice I,Economic Activity,pre-schooler (%),6.23
2021,SK0423,District of Košice II,Economic Activity,pre-schooler (%),7.39
2021,SK0424,District of Košice III,Economic Activity,pre-schooler (%),6.45
2021,SK0425,District of Košice IV,Economic Activity,pre-schooler (%),6.08
2021,SK0426,District of Košice - okolie,Economic Activity,pre-schooler (%),9.2
2021,SK0427,District of Michalovce,Economic Activity,pre-schooler (%),7.07
2021,SK0428,District of Rožňava,Economic Activity,pre-schooler (%),7.72
2021,SK0429,District of Sobrance,Economic Activity,pre-schooler (%),6.81
2021,SK042A,District of Spišská Nová Ves,Economic Activity,pre-schooler (%),9.4
2021,SK042B,District of Trebišov,Economic Activity,pre-schooler (%),7.82
2021,SK0101,District of Bratislava I,Economic Activity,other (%),0.14
2021,SK0102,District of Bratislava II,Economic Activity,other (%),0.21
2021,SK0103,District of Bratislava III,Economic Activity,other (%),0.12
2021,SK0104,District of Bratislava IV,Economic Activity,other (%),0.11
2021,SK0105,District of Bratislava V,Economic Activity,other (%),0.21
2021,SK0106,District of Malacky,Economic Activity,other (%),0.19
2021,SK0107,District of Pezinok,Economic Activity,other (%),0.07
2021,SK0108,District of Senec,Economic Activity,other (%),0.1
2021,SK0211,District of Dunajská Streda,Economic Activity,other (%),0.2
2021,SK0212,District of Galanta,Economic Activity,other (%),0.25
2021,SK0213,District of Hlohovec,Economic Activity,other (%),0.12
2021,SK0214,District of Piešťany,Economic Activity,other (%),0.11
2021,SK0215,District of Senica,Economic Activity,other (%),0.13
2021,SK0216,District of Skalica,Economic Activity,other (%),0.1
2021,SK0217,District of Trnava,Economic Activity,other (%),0.14
2021,SK0221,District of Bánovce nad Bebravou,Economic Activity,other (%),0.16
2021,SK0222,District of Ilava,Economic Activity,other (%),0.12
2021,SK0223,District of Myjava,Economic Activity,other (%),0.17
2021,SK0224,District of Nové Mesto nad Váhom,Economic Activity,other (%),0.13
2021,SK0225,District of Partizánske,Economic Activity,other (%),0.21
2021,SK0226,District of Považská Bystrica,Economic Activity,other (%),0.09
2021,SK0227,District of Prievidza,Economic Activity,other (%),0.13
2021,SK0228,District of Púchov,Economic Activity,other (%),0.09
2021,SK0229,District of Trenčín,Economic Activity,other (%),0.08
2021,SK0231,District of Komárno,Economic Activity,other (%),0.18
2021,SK0232,District of Levice,Economic Activity,other (%),0.15
2021,SK0233,District of Nitra,Economic Activity,other (%),0.12
2021,SK0234,District of Nové Zámky,Economic Activity,other (%),0.16
2021,SK0235,District of Šaľa,Economic Activity,other (%),0.21
2021,SK0236,District of Topoľčany,Economic Activity,other (%),0.14
2021,SK0237,District of Zlaté Moravce,Economic Activity,other (%),0.11
2021,SK0311,District of Bytča,Economic Activity,other (%),0.04
2021,SK0312,District of Čadca,Economic Activity,other (%),0.07
2021,SK0313,District of Dolný Kubín,Economic Activity,other (%),0.07
2021,SK0314,District of Kysucké Nové Mesto,Economic Activity,other (%),0.09
2021,SK0315,District of Liptovský Mikuláš,Economic Activity,other (%),0.12
2021,SK0316,District of Martin,Economic Activity,other (%),0.16
2021,SK0317,District of Námestovo,Economic Activity,other (%),0.08
2021,SK0318,District of Ružomberok,Economic Activity,other (%),0.13
2021,SK0319,District of Turčianske Teplice,Economic Activity,other (%),0.15
2021,SK031A,District of Tvrdošín,Economic Activity,other (%),0.07
2021,SK031B,District of Žilina,Economic Activity,other (%),0.1
2021,SK0321,District of Banská Bystrica,Economic Activity,other (%),0.11
2021,SK0322,District of Banská Štiavnica,Economic Activity,other (%),0.14
2021,SK0323,District of Brezno,Economic Activity,other (%),0.15
2021,SK0324,District of Detva,Economic Activity,other (%),0.17
2021,SK0325,District of Krupina,Economic Activity,other (%),0.24
2021,SK0326,District of Lučenec,Economic Activity,other (%),0.33
2021,SK0327,District of Poltár,Economic Activity,other (%),0.16
2021,SK0328,District of Revúca,Economic Activity,other (%),0.25
2021,SK0329,District of Rimavská Sobota,Economic Activity,other (%),0.25
2021,SK032A,District of Veľký Krtíš,Economic Activity,other (%),0.27
2021,SK032B,District of Zvolen,Economic Activity,other (%),0.2
2021,SK032C,District of Žarnovica,Economic Activity,other (%),0.13
2021,SK032D,District of Žiar nad Hronom,Economic Activity,other (%),0.17
2021,SK0411,District of Bardejov,Economic Activity,other (%),0.12
2021,SK0412,District of Humenné,Economic Activity,other (%),0.08
2021,SK0413,District of Kežmarok,Economic Activity,other (%),0.2
2021,SK0414,District of Levoča,Economic Activity,other (%),0.03
2021,SK0415,District of Medzilaborce,Economic Activity,other (%),0.24
2021,SK0416,District of Poprad,Economic Activity,other (%),0.1
2021,SK0417,District of Prešov,Economic Activity,other (%),0.1
2021,SK0418,District of Sabinov,Economic Activity,other (%),0.14
2021,SK0419,District of Snina,Economic Activity,other (%),0.13
2021,SK041A,District of Stará Ľubovňa,Economic Activity,other (%),0.12
2021,SK041B,District of Stropkov,Economic Activity,other (%),0.15
2021,SK041C,District of Svidník,Economic Activity,other (%),0.07
2021,SK041D,District of Vranov nad Topľou,Economic Activity,other (%),0.1
2021,SK0421,District of Gelnica,Economic Activity,other (%),0.12
2021,SK0422,District of Košice I,Economic Activity,other (%),0.14
2021,SK0423,District of Košice II,Economic Activity,other (%),0.23
2021,SK0424,District of Košice III,Economic Activity,other (%),0.15
2021,SK0425,District of Košice IV,Economic Activity,other (%),0.13
2021,SK0426,District of Košice - okolie,Economic Activity,other (%),0.16
2021,SK0427,District of Michalovce,Economic Activity,other (%),0.2
2021,SK0428,District of Rožňava,Economic Activity,other (%),0.22
2021,SK0429,District of Sobrance,Economic Activity,other (%),0.15
2021,SK042A,District of Spišská Nová Ves,Economic Activity,other (%),0.15
2021,SK042B,District of Trebišov,Economic Activity,other (%),0.22
2021,SK0101,District of Bratislava I,Economic Activity,not found out (%),3.37
2021,SK0102,District of Bratislava II,Economic Activity,not found out (%),2.58
2021,SK0103,District of Bratislava III,Economic Activity,not found out (%),3.13
2021,SK0104,District of Bratislava IV,Economic Activity,not found out (%),2.11
2021,SK0105,District of Bratislava V,Economic Activity,not found out (%),2.23
2021,SK0106,District of Malacky,Economic Activity,not found out (%),1.79
2021,SK0107,District of Pezinok,Economic Activity,not found out (%),1.3
2021,SK0108,District of Senec,Economic Activity,not found out (%),1.3
2021,SK0211,District of Dunajská Streda,Economic Activity,not found out (%),1.75
2021,SK0212,District of Galanta,Economic Activity,not found out (%),1.87
2021,SK0213,District of Hlohovec,Economic Activity,not found out (%),1.49
2021,SK0214,District of Piešťany,Economic Activity,not found out (%),1.88
2021,SK0215,District of Senica,Economic Activity,not found out (%),1.45
2021,SK0216,District of Skalica,Economic Activity,not found out (%),2.44
2021,SK0217,District of Trnava,Economic Activity,not found out (%),1.57
2021,SK0221,District of Bánovce nad Bebravou,Economic Activity,not found out (%),1.11
2021,SK0222,District of Ilava,Economic Activity,not found out (%),1.59
2021,SK0223,District of Myjava,Economic Activity,not found out (%),1.39
2021,SK0224,District of Nové Mesto nad Váhom,Economic Activity,not found out (%),1.15
2021,SK0225,District of Partizánske,Economic Activity,not found out (%),1.69
2021,SK0226,District of Považská Bystrica,Economic Activity,not found out (%),1.36
2021,SK0227,District of Prievidza,Economic Activity,not found out (%),1.97
2021,SK0228,District of Púchov,Economic Activity,not found out (%),1.37
2021,SK0229,District of Trenčín,Economic Activity,not found out (%),1.35
2021,SK0231,District of Komárno,Economic Activity,not found out (%),2.59
2021,SK0232,District of Levice,Economic Activity,not found out (%),2.32
2021,SK0233,District of Nitra,Economic Activity,not found out (%),1.81
2021,SK0234,District of Nové Zámky,Economic Activity,not found out (%),2.28
2021,SK0235,District of Šaľa,Economic Activity,not found out (%),2.24
2021,SK0236,District of Topoľčany,Economic Activity,not found out (%),1.47
2021,SK0237,District of Zlaté Moravce,Economic Activity,not found out (%),1.67
2021,SK0311,District of Bytča,Economic Activity,not found out (%),1.2
2021,SK0312,District of Čadca,Economic Activity,not found out (%),1.52
2021,SK0313,District of Dolný Kubín,Economic Activity,not found out (%),1.2
2021,SK0314,District of Kysucké Nové Mesto,Economic Activity,not found out (%),1.5
2021,SK0315,District of Liptovský Mikuláš,Economic Activity,not found out (%),1.52
2021,SK0316,District of Martin,Economic Activity,not found out (%),2.04
2021,SK0317,District of Námestovo,Economic Activity,not found out (%),0.74
2021,SK0318,District of Ružomberok,Economic Activity,not found out (%),1.41
2021,SK0319,District of Turčianske Teplice,Economic Activity,not found out (%),1.37
2021,SK031A,District of Tvrdošín,Economic Activity,not found out (%),0.91
2021,SK031B,District of Žilina,Economic Activity,not found out (%),1.33
2021,SK0321,District of Banská Bystrica,Economic Activity,not found out (%),1.5
2021,SK0322,District of Banská Štiavnica,Economic Activity,not found out (%),1.66
2021,SK0323,District of Brezno,Economic Activity,not found out (%),2.22
2021,SK0324,District of Detva,Economic Activity,not found out (%),1.56
2021,SK0325,District of Krupina,Economic Activity,not found out (%),1.29
2021,SK0326,District of Lučenec,Economic Activity,not found out (%),3.0
2021,SK0327,District of Poltár,Economic Activity,not found out (%),1.82
2021,SK0328,District of Revúca,Economic Activity,not found out (%),2.82
2021,SK0329,District of Rimavská Sobota,Economic Activity,not found out (%),2.85
2021,SK032A,District of Veľký Krtíš,Economic Activity,not found out (%),2.24
2021,SK032B,District of Zvolen,Economic Activity,not found out (%),1.71
2021,SK032C,District of Žarnovica,Economic Activity,not found out (%),1.34
2021,SK032D,District of Žiar nad Hronom,Economic Activity,not found out (%),2.23
2021,SK0411,District of Bardejov,Economic Activity,not found out (%),1.42
2021,SK0412,District of Humenné,Economic Activity,not found out (%),2.35
2021,SK0413,District of Kežmarok,Economic Activity,not found out (%),1.53
2021,SK0414,District of Levoča,Economic Activity,not found out (%),2.73
2021,SK0415,District of Medzilaborce,Economic Activity,not found out (%),2.51
2021,SK0416,District of Poprad,Economic Activity,not found out (%),2.11
2021,SK0417,District of Prešov,Economic Activity,not found out (%),2.35
2021,SK0418,District of Sabinov,Economic Activity,not found out (%),1.35
2021,SK0419,District of Snina,Economic Activity,not found out (%),2.41
2021,SK041A,District of Stará Ľubovňa,Economic Activity,not found out (%),1.87
2021,SK041B,District of Stropkov,Economic Activity,not found out (%),1.84
2021,SK041C,District of Svidník,Economic Activity,not found out (%),1.58
2021,SK041D,District of Vranov nad Topľou,Economic Activity,not found out (%),2.03
2021,SK0421,District of Gelnica,Economic Activity,not found out (%),2.54
2021,SK0422,District of Košice I,Economic Activity,not found out (%),4.13
2021,SK0423,District of Košice II,Economic Activity,not found out (%),6.31
2021,SK0424,District of Košice III,Economic Activity,not found out (%),4.74
2021,SK0425,District of Košice IV,Economic Activity,not found out (%),3.98
2021,SK0426,District of Košice - okolie,Economic Activity,not found out (%),2.4
2021,SK0427,District of Michalovce,Economic Activity,not found out (%),3.64
2021,SK0428,District of Rožňava,Economic Activity,not found out (%),2.82
2021,SK0429,District of Sobrance,Economic Activity,not found out (%),2.62
2021,SK042A,District of Spišská Nová Ves,Economic Activity,not found out (%),2.97
2021,SK042B,District of Trebišov,Economic Activity,not found out (%),3.69
2021,SK0101,District of Bratislava I,Highest Education,with no completed school education (aged 0-14) (%),11.28
2021,SK0102,District of Bratislava II,Highest Education,with no completed school education (aged 0-14) (%),11.51
2021,SK0103,District of Bratislava III,Highest Education,with no completed school education (aged 0-14) (%),12.4
2021,SK0104,District of Bratislava IV,Highest Education,with no completed school education (aged 0-14) (%),11.51
2021,SK0105,District of Bratislava V,Highest Education,with no completed school education (aged 0-14) (%),11.61
2021,SK0106,District of Malacky,Highest Education,with no completed school education (aged 0-14) (%),12.73
2021,SK0107,District of Pezinok,Highest Education,with no completed school education (aged 0-14) (%),13.08
2021,SK0108,District of Senec,Highest Education,with no completed school education (aged 0-14) (%),16.02
2021,SK0211,District of Dunajská Streda,Highest Education,with no completed school education (aged 0-14) (%),10.56
2021,SK0212,District of Galanta,Highest Education,with no completed school education (aged 0-14) (%),10.14
2021,SK0213,District of Hlohovec,Highest Education,with no completed school education (aged 0-14) (%),10.22
2021,SK0214,District of Piešťany,Highest Education,with no completed school education (aged 0-14) (%),9.78
2021,SK0215,District of Senica,Highest Education,with no completed school education (aged 0-14) (%),10.47
2021,SK0216,District of Skalica,Highest Education,with no completed school education (aged 0-14) (%),10.84
2021,SK0217,District of Trnava,Highest Education,with no completed school education (aged 0-14) (%),11.29
2021,SK0221,District of Bánovce nad Bebravou,Highest Education,with no completed school education (aged 0-14) (%),10.04
2021,SK0222,District of Ilava,Highest Education,with no completed school education (aged 0-14) (%),10.26
2021,SK0223,District of Myjava,Highest Education,with no completed school education (aged 0-14) (%),9.1
2021,SK0224,District of Nové Mesto nad Váhom,Highest Education,with no completed school education (aged 0-14) (%),10.35
2021,SK0225,District of Partizánske,Highest Education,with no completed school education (aged 0-14) (%),9.49
2021,SK0226,District of Považská Bystrica,Highest Education,with no completed school education (aged 0-14) (%),10.47
2021,SK0227,District of Prievidza,Highest Education,with no completed school education (aged 0-14) (%),9.22
2021,SK0228,District of Púchov,Highest Education,with no completed school education (aged 0-14) (%),10.81
2021,SK0229,District of Trenčín,Highest Education,with no completed school education (aged 0-14) (%),10.5
2021,SK0231,District of Komárno,Highest Education,with no completed school education (aged 0-14) (%),9.05
2021,SK0232,District of Levice,Highest Education,with no completed school education (aged 0-14) (%),9.52
2021,SK0233,District of Nitra,Highest Education,with no completed school education (aged 0-14) (%),10.73
2021,SK0234,District of Nové Zámky,Highest Education,with no completed school education (aged 0-14) (%),9.17
2021,SK0235,District of Šaľa,Highest Education,with no completed school education (aged 0-14) (%),9.9
2021,SK0236,District of Topoľčany,Highest Education,with no completed school education (aged 0-14) (%),9.11
2021,SK0237,District of Zlaté Moravce,Highest Education,with no completed school education (aged 0-14) (%),10.0
2021,SK0311,District of Bytča,Highest Education,with no completed school education (aged 0-14) (%),11.19
2021,SK0312,District of Čadca,Highest Education,with no completed school education (aged 0-14) (%),10.34
2021,SK0313,District of Dolný Kubín,Highest Education,with no completed school education (aged 0-14) (%),11.37
2021,SK0314,District of Kysucké Nové Mesto,Highest Education,with no completed school education (aged 0-14) (%),10.5
2021,SK0315,District of Liptovský Mikuláš,Highest Education,with no completed school education (aged 0-14) (%),10.16
2021,SK0316,District of Martin,Highest Education,with no completed school education (aged 0-14) (%),10.11
