election_year,election_type,district_id,district_name,original_party_name,party_name,votes
2020,NR SR,101,Bratislava I,Slovenská národná strana,SNS,479
2020,NR SR,101,Bratislava I,Demokratická strana,Demokratická strana,38
2020,NR SR,101,Bratislava I,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA",OĽaNO / SLOVENSKO,5750
2020,NR SR,101,Bratislava I,Koalícia Progresívne Slovensko a SPOLU - občianska demokracia,Progresívne Slovensko,7172
2020,NR SR,101,Bratislava I,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,16
2020,NR SR,101,Bratislava I,99 % - občiansky hlas,99 % - občiansky hlas,12
2020,NR SR,101,Bratislava I,Kresťanskodemokratické hnutie,KDH,1870
2020,NR SR,101,Bratislava I,Slovenská liga,Slovenská liga,3
2020,NR SR,101,Bratislava I,VLASŤ,Vlasť,654
2020,NR SR,101,Bratislava I,MOST - HÍD,Most-Híd,241
2020,NR SR,101,Bratislava I,SMER - sociálna demokracia,SMER-SD,2748
2020,NR SR,101,Bratislava I,SOLIDARITA - Hnutie pracujúcej chudoby,SOLIDARITA - Hnutie pracujúcej chudoby,14
2020,NR SR,101,Bratislava I,HLAS ĽUDU,HLAS ĽUDU,22
2020,NR SR,101,Bratislava I,Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť,SMK / Aliancia,162
2020,NR SR,101,Bratislava I,Práca slovenského národa,Práca slovenského národa,10
2020,NR SR,101,Bratislava I,Kotlebovci - Ľudová strana Naše Slovensko,ĽSNS - Kotlebovci,899
2020,NR SR,101,Bratislava I,Socialisti.sk,Socialisti.sk,138
2020,NR SR,102,Bratislava II,Slovenská ľudová strana Andreja Hlinku,SĽS - Andreja Hlinku,46
2020,NR SR,102,Bratislava II,DOBRÁ VOĽBA,DOBRÁ VOĽBA,2357
2020,NR SR,102,Bratislava II,Sloboda a Solidarita,SaS,10381
2020,NR SR,102,Bratislava II,SME RODINA,Sme Rodina,4311
2020,NR SR,102,Bratislava II,Slovenské Hnutie Obrody,Slovenské Hnutie Obrody,25
2020,NR SR,102,Bratislava II,ZA ĽUDÍ,ZA ĽUDÍ,7295
2020,NR SR,102,Bratislava II,MÁME TOHO DOSŤ !,MÁME TOHO DOSŤ !,93
2020,NR SR,102,Bratislava II,Slovenská národná strana,SNS,1386
2020,NR SR,102,Bratislava II,Demokratická strana,Demokratická strana,112
2020,NR SR,102,Bratislava II,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA",OĽaNO / SLOVENSKO,19040
2020,NR SR,102,Bratislava II,Koalícia Progresívne Slovensko a SPOLU - občianska demokracia,Progresívne Slovensko,11610
2020,NR SR,102,Bratislava II,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,73
2020,NR SR,102,Bratislava II,99 % - občiansky hlas,99 % - občiansky hlas,34
2020,NR SR,102,Bratislava II,Kresťanskodemokratické hnutie,KDH,3183
2020,NR SR,102,Bratislava II,Slovenská liga,Slovenská liga,19
2020,NR SR,102,Bratislava II,VLASŤ,Vlasť,1804
2020,NR SR,102,Bratislava II,MOST - HÍD,Most-Híd,1112
2020,NR SR,102,Bratislava II,SMER - sociálna demokracia,SMER-SD,8643
2020,NR SR,102,Bratislava II,SOLIDARITA - Hnutie pracujúcej chudoby,SOLIDARITA - Hnutie pracujúcej chudoby,50
2020,NR SR,102,Bratislava II,HLAS ĽUDU,HLAS ĽUDU,58
2020,NR SR,102,Bratislava II,Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť,SMK / Aliancia,582
2020,NR SR,102,Bratislava II,Práca slovenského národa,Práca slovenského národa,22
2020,NR SR,102,Bratislava II,Kotlebovci - Ľudová strana Naše Slovensko,ĽSNS - Kotlebovci,2923
2020,NR SR,102,Bratislava II,Socialisti.sk,Socialisti.sk,375
2020,NR SR,103,Bratislava III,Slovenská ľudová strana Andreja Hlinku,SĽS - Andreja Hlinku,15
2020,NR SR,103,Bratislava III,DOBRÁ VOĽBA,DOBRÁ VOĽBA,1743
2020,NR SR,103,Bratislava III,Sloboda a Solidarita,SaS,6320
2020,NR SR,103,Bratislava III,SME RODINA,Sme Rodina,2186
2020,NR SR,103,Bratislava III,Slovenské Hnutie Obrody,Slovenské Hnutie Obrody,15
2020,NR SR,103,Bratislava III,ZA ĽUDÍ,ZA ĽUDÍ,4695
2020,NR SR,103,Bratislava III,MÁME TOHO DOSŤ !,MÁME TOHO DOSŤ !,47
2020,NR SR,103,Bratislava III,Slovenská národná strana,SNS,894
2020,NR SR,103,Bratislava III,Demokratická strana,Demokratická strana,69
2020,NR SR,103,Bratislava III,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA",OĽaNO / SLOVENSKO,10648
2020,NR SR,103,Bratislava III,Koalícia Progresívne Slovensko a SPOLU - občianska demokracia,Progresívne Slovensko,7759
2020,NR SR,103,Bratislava III,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,19
2020,NR SR,103,Bratislava III,99 % - občiansky hlas,99 % - občiansky hlas,14
2020,NR SR,103,Bratislava III,Kresťanskodemokratické hnutie,KDH,2061
2020,NR SR,103,Bratislava III,Slovenská liga,Slovenská liga,10
